datetime,asset,avg_iv,put_iv,call_iv,iv_skew,n_options
2026-04-20 10:00:00,BTC,54.066933045356365,54.066933045356365,54.066933045356365,0.0,926
2026-04-20 13:00:00,ETH,74.71170241286862,74.7116890080429,74.71171581769437,-2.6809651473058693e-05,746
2026-04-20 13:00:00,BTC,52.43199771689497,52.43200913242009,52.43198630136986,2.283105023082044e-05,876
2026-04-20 16:00:00,ETH,75.53662198391422,75.5366219839142,75.5366219839142,0.0,746
2026-04-20 16:00:00,BTC,52.65436073059361,52.65436073059361,52.65436073059361,0.0,876
2026-04-20 21:00:00,ETH,74.23069705093835,74.23069705093833,74.23069705093835,-1.4210854715202004e-14,746
2026-04-20 21:00:00,BTC,51.799965753424665,51.799954337899536,51.79997716894977,-2.2831050237925865e-05,876
2026-04-20 22:00:00,ETH,74.09709115281503,74.0971581769437,74.09702412868633,0.0001340482573652,746
2026-04-20 22:00:00,BTC,51.90381278538813,51.903812785388126,51.90381278538813,-7.105427357601002e-15,876
2026-04-20 23:00:00,ETH,74.32546916890081,74.3254691689008,74.32546916890081,-1.4210854715202004e-14,746
2026-04-20 23:00:00,BTC,52.3539179954442,52.3539179954442,52.3539179954442,0.0,878
2026-04-21 00:00:00,ETH,74.32863270777479,74.3286327077748,74.3286327077748,0.0,746
2026-04-21 00:00:00,BTC,52.658712984054674,52.65872437357632,52.65870159453304,2.277904328451541e-05,878
2026-04-21 01:00:00,ETH,75.59926273458446,75.59932975871313,75.59919571045576,0.0001340482573652,746
2026-04-21 01:00:00,BTC,52.927699316628704,52.927699316628704,52.927699316628704,0.0,878
2026-04-21 02:00:00,ETH,75.557091152815,75.55710455764076,75.55707774798928,2.6809651473058693e-05,746
2026-04-21 02:00:00,BTC,52.99294988610478,52.99296127562644,52.992938496583136,2.2779043298726265e-05,878
2026-04-21 03:00:00,ETH,75.61164879356568,75.61166219839143,75.61163538873994,2.6809651487269548e-05,746
2026-04-21 03:00:00,BTC,53.01955580865604,53.0195444191344,53.01956719817767,-2.2779043270304555e-05,878
2026-04-21 04:00:00,ETH,75.90978552278821,75.90981233243969,75.90975871313672,5.361930296032824e-05,746
2026-04-21 04:00:00,BTC,53.09031890660592,53.09031890660592,53.09031890660592,7.105427357601002e-15,878
2026-04-21 05:00:00,ETH,76.71020107238607,76.71016085790885,76.71024128686327,-8.042895441917608e-05,746
2026-04-21 05:00:00,BTC,53.3272437357631,53.3272437357631,53.3272437357631,0.0,878
2026-04-21 06:00:00,ETH,76.66260053619304,76.66260053619304,76.66260053619304,0.0,746
2026-04-21 06:00:00,BTC,53.43634396355353,53.43649202733486,53.436195899772216,0.0002961275626418,878
2026-04-21 07:00:00,ETH,76.81067024128687,76.81067024128687,76.81067024128686,1.4210854715202004e-14,746
2026-04-21 07:00:00,BTC,53.43156036446469,53.43157175398633,53.43154897494305,2.277904328451541e-05,878
2026-04-21 08:00:00,ETH,76.70024128686327,76.70024128686326,76.70024128686326,0.0,746
2026-04-21 08:00:00,BTC,53.41369020501139,53.41369020501139,53.41369020501139,0.0,878
2026-04-21 09:00:00,ETH,76.4994235924933,76.49994638069705,76.49890080428955,0.0010455764075061,746
2026-04-21 09:00:00,BTC,53.426583143507976,53.42656036446469,53.42660592255125,-4.555808656192539e-05,878
2026-04-21 10:00:00,ETH,76.7929490616622,76.79294906166221,76.79294906166218,2.8421709430404014e-14,746
2026-04-21 10:00:00,BTC,53.94608200455581,53.94608200455581,53.94608200455581,0.0,878
2026-04-21 11:00:00,ETH,74.795625,74.795625,74.795625,0.0,736
2026-04-21 11:00:00,BTC,52.8955504587156,52.8955504587156,52.8955504587156,0.0,872
2026-04-21 12:00:00,ETH,75.27182065217391,75.27182065217391,75.27182065217391,0.0,736
2026-04-21 12:00:00,BTC,53.14684633027523,53.14683486238532,53.146857798165136,-2.2935779817601087e-05,872
2026-04-21 13:00:00,ETH,75.56743206521739,75.56739130434782,75.56747282608696,-8.152173913344996e-05,736
2026-04-21 13:00:00,BTC,53.30220183486239,53.30220183486238,53.30220183486238,0.0,872
2026-04-21 14:00:00,ETH,75.71570652173914,75.71576086956522,75.71565217391304,0.0001086956521731,736
2026-04-21 14:00:00,BTC,53.39149082568808,53.39149082568808,53.39149082568808,7.105427357601002e-15,872
2026-04-21 15:00:00,ETH,76.36634146341464,76.36634146341464,76.36634146341463,1.4210854715202004e-14,738
2026-04-21 15:00:00,BTC,53.73894495412844,53.73894495412844,53.73894495412844,0.0,872
2026-04-21 16:00:00,ETH,75.87147696476966,75.87149051490515,75.87146341463415,2.7100270997948428e-05,738
2026-04-21 16:00:00,BTC,53.223899082568806,53.22389908256881,53.22389908256881,0.0,872
2026-04-21 17:00:00,ETH,75.83585365853659,75.83585365853659,75.83585365853659,0.0,738
2026-04-21 17:00:00,BTC,53.32735091743119,53.32733944954128,53.3273623853211,-2.2935779817601087e-05,872
2026-04-21 18:00:00,ETH,75.26711382113822,75.26710027100272,75.26712737127372,-2.7100270997948428e-05,738
2026-04-21 18:00:00,BTC,52.85614678899082,52.85614678899082,52.85614678899082,0.0,872
2026-04-21 19:00:00,ETH,75.32013550135501,75.32013550135501,75.32013550135501,0.0,738
2026-04-21 19:00:00,BTC,52.85798165137615,52.85798165137614,52.85798165137615,-7.105427357601002e-15,872
2026-04-21 20:00:00,ETH,75.30341463414634,75.30341463414634,75.30341463414634,0.0,738
2026-04-21 20:00:00,BTC,52.75341743119266,52.75341743119266,52.753417431192666,-7.105427357601002e-15,872
2026-04-21 21:00:00,ETH,75.14861788617885,75.14861788617887,75.14861788617887,0.0,738
2026-04-21 21:00:00,BTC,52.71495412844037,52.71497706422019,52.71493119266055,4.58715596423076e-05,872
2026-04-21 22:00:00,ETH,75.58008130081302,75.58008130081302,75.580081300813,1.4210854715202004e-14,738
2026-04-21 22:00:00,BTC,53.03844036697248,53.03844036697247,53.03844036697247,0.0,872
2026-04-21 23:00:00,ETH,75.22276422764227,75.22276422764227,75.22276422764227,0.0,738
2026-04-21 23:00:00,BTC,52.97057339449542,52.97057339449541,52.97057339449542,-7.105427357601002e-15,872
2026-04-22 00:00:00,ETH,75.24074525745257,75.24073170731708,75.24075880758808,-2.7100270997948428e-05,738
2026-04-22 00:00:00,BTC,52.932752293577984,52.932752293577984,52.932752293577984,0.0,872
2026-04-22 01:00:00,ETH,75.2379945799458,75.2379945799458,75.2379945799458,0.0,738
2026-04-22 01:00:00,BTC,52.93321100917432,52.93321100917431,52.93321100917431,0.0,872
2026-04-22 02:00:00,ETH,75.22031165311653,75.22032520325205,75.22029810298103,2.7100271012159283e-05,738
2026-04-22 02:00:00,BTC,53.18512614678898,53.1851376146789,53.18511467889908,2.2935779817601087e-05,872
2026-04-22 03:00:00,ETH,75.06021680216803,75.06021680216803,75.06021680216803,0.0,738
2026-04-22 03:00:00,BTC,53.21853211009174,53.21848623853212,53.21857798165137,-9.17431192561935e-05,872
2026-04-22 04:00:00,ETH,74.99997289972899,74.999972899729,74.99997289972899,1.4210854715202004e-14,738
2026-04-22 04:00:00,BTC,53.337064220183485,53.337064220183485,53.337064220183485,0.0,872
2026-04-22 05:00:00,ETH,74.67825203252033,74.67834688346883,74.6781571815718,0.0001897018970282,738
2026-04-22 05:00:00,BTC,53.93626146788991,53.93626146788991,53.93626146788991,0.0,872
2026-04-22 06:00:00,ETH,75.08878048780488,75.08878048780488,75.08878048780488,0.0,738
2026-04-22 06:00:00,BTC,53.7468119266055,53.74685779816514,53.74676605504586,9.174311927750978e-05,872
2026-04-22 07:00:00,ETH,75.32040650406503,75.32040650406503,75.32040650406503,0.0,738
2026-04-22 07:00:00,BTC,54.02676605504587,54.02676605504588,54.02676605504588,0.0,872
2026-04-22 08:00:00,ETH,75.65664864864864,75.65664864864864,75.65664864864864,0.0,740
2026-04-22 08:00:00,BTC,54.571444954128445,54.57144495412844,54.571444954128445,-7.105427357601002e-15,872
2026-04-22 09:00:00,ETH,75.77744623655914,75.77744623655914,75.77744623655914,0.0,744
2026-04-22 09:00:00,BTC,54.248698630136985,54.248698630136985,54.248698630136985,0.0,876
2026-04-22 10:00:00,ETH,75.98424731182796,75.98424731182796,75.98424731182796,0.0,744
2026-04-22 10:00:00,BTC,54.54141230068337,54.54141230068337,54.54141230068337,0.0,878
2026-04-22 11:00:00,ETH,73.47799457994579,73.47799457994579,73.4779945799458,-1.4210854715202004e-14,738
2026-04-22 11:00:00,BTC,52.19173515981736,52.19173515981736,52.19173515981734,2.131628207280301e-14,876
2026-04-22 12:00:00,ETH,73.48765582655827,73.48764227642276,73.48766937669376,-2.7100270997948428e-05,738
2026-04-22 12:00:00,BTC,52.0792027334852,52.0792027334852,52.07920273348519,7.105427357601002e-15,878
2026-04-22 13:00:00,ETH,73.62310298102982,73.62308943089431,73.62311653116531,-2.7100270997948428e-05,738
2026-04-22 13:00:00,BTC,52.44963553530752,52.44963553530752,52.44963553530752,0.0,878
2026-04-22 14:00:00,ETH,73.99059620596206,73.99059620596206,73.99059620596206,0.0,738
2026-04-22 14:00:00,BTC,52.69993166287015,52.69993166287015,52.69993166287015,0.0,878
2026-04-22 15:00:00,ETH,74.25859078590786,74.25859078590786,74.25859078590786,0.0,738
2026-04-22 15:00:00,BTC,52.86124716553288,52.86124716553287,52.86124716553288,-7.105427357601002e-15,882
2026-04-22 16:00:00,ETH,74.67628378378377,74.67637837837839,74.67618918918919,0.0001891891892,740
2026-04-22 16:00:00,BTC,53.39546380090497,53.39547511312218,53.39545248868779,2.2624434393492265e-05,884
2026-04-22 17:00:00,ETH,74.34754054054054,74.34754054054054,74.34754054054054,0.0,740
2026-04-22 17:00:00,BTC,53.81942307692307,53.81943438914027,53.81941176470588,2.2624434386386838e-05,884
